Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
19552.0,Finland,Ylivieska,39.0,Good,1.0,Good,39.0,Good,0.0,Good,15.0,L0,103.7625587,6.76203997,L0
19553.0,Uganda,Yumbe,45.0,Good,1.0,Good,17.0,Good,0.0,Good,45.0,L0,111.3714201,1.196268474,L0
19554.0,Belgium,Zele,36.0,Good,1.0,Good,27.0,Good,3.0,Good,36.0,L0,81.22374344,-6.377442279,L0
19555.0,Germany,Zerbst,38.0,Good,1.0,Good,38.0,Good,0.0,Good,27.0,L0,84.49623129,-2.582042114,L0
19556.0,Russian Federation,Zlatoust,33.0,Good,1.0,Good,33.0,Good,0.0,Good,33.0,L0,72.12932013,5.599604667,L0
19557.0,Indonesia,Ungaran,76.0,Moderate,1.0,Good,42.0,Good,1.0,Good,76.0,L1,201.6904474,13.75337345,L1
19558.0,Germany,Usingen,33.0,Good,1.0,Good,33.0,Good,3.0,Good,33.0,L0,62.59718292,3.69026794,L0
19559.0,Brazil,Varzea Paulista,76.0,Moderate,1.0,Good,13.0,Good,1.0,Good,76.0,L1,188.3352007,12.16438647,L1
19560.0,Peru,Vice,33.0,Good,1.0,Good,23.0,Good,0.0,Good,33.0,L0,79.84346715,-3.284775835,L0
19561.0,South Africa,Whittlesea,53.0,Moderate,1.0,Good,23.0,Good,0.0,Good,53.0,L1,134.6784046,0.561806006,L1
19562.0,United Kingdom of Great Britain and Northern Ireland,Wickford,29.0,Good,1.0,Good,29.0,Good,3.0,Good,23.0,L0,58.9356845,-9.701422275,L0
19563.0,United States of America,Wildwood,49.0,Good,1.0,Good,30.0,Good,1.0,Good,49.0,L0,131.5388809,5.64823718,L0
19564.0,United States of America,Willingboro,62.0,Moderate,1.0,Good,45.0,Good,4.0,Good,62.0,L1,147.2683861,-0.668123596,L1
19565.0,Brazil,Xaxim,26.0,Good,1.0,Good,11.0,Good,1.0,Good,26.0,L0,81.32405541,6.795505065,L0
19566.0,Netherlands,Vlagtwedde,30.0,Good,1.0,Good,30.0,Good,3.0,Good,28.0,L0,73.78234312,1.288419495,L0
19567.0,Russian Federation,Vorgashor,55.0,Moderate,1.0,Good,29.0,Good,1.0,Good,55.0,L1,141.5438698,13.90906503,L1
19568.0,Uganda,Wakiso,95.0,Moderate,1.0,Good,16.0,Good,2.0,Good,95.0,L1,242.5377386,18.16600823,L1
19569.0,United States of America,Waynesboro,65.0,Moderate,1.0,,22.0,Good,6.0,Good,65.0,L1,169.9424105,-5.916853662,L1
19570.0,Italy,Frascati,48.0,Good,1.0,Good,48.0,Good,2.0,Good,29.0,L0,125.3701438,6.75605409,L0
19571.0,Georgia,Gali,34.0,Good,1.0,Good,34.0,Good,0.0,Good,20.0,L0,85.72889451,0.083509239,L0
19572.0,India,Ganganagar,50.0,Hazardous,1.0,Good,31.0,Good,0.0,Good,50.0,L5,130.39634565,7.034432779,L5
19573.0,Germany,Geeste,32.0,Good,1.0,,32.0,Good,3.0,Good,27.0,L0,89.6614713,-2.91873311,L0
19574.0,France,Le Vesinet,48.0,Good,1.0,Good,19.0,Good,4.0,Good,48.0,L0,117.3486533,11.00616943,L0
19575.0,Portugal,Linda A Velha,45.0,Good,1.0,Good,30.0,Good,2.0,Good,45.0,L0,121.7636782,7.153461495,L0
19576.0,United States of America,Livermore,54.0,Moderate,1.0,Good,18.0,Good,1.0,Good,54.0,L1,151.917203,-3.268761449,L1
19577.0,Brazil,Loanda,17.0,Good,1.0,,17.0,Good,1.0,Good,16.0,L0,54.55894196,1.093446896,L0
19578.0,Thailand,Loei,44.0,Good,1.0,Good,31.0,Good,0.0,Good,44.0,L0,124.3237524,2.811980296,L0
19579.0,Pakistan,Khewra,50.0,Very Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L4,130.39634565,9.196591415,L4
19580.0,Russian Federation,Khilok,33.0,Good,1.0,Good,30.0,Good,0.0,Good,33.0,L0,78.13849554,3.740259388,L0
19581.0,South Africa,Komatipoort,89.0,Moderate,1.0,Good,14.0,Good,2.0,Good,89.0,L1,219.4035554,11.33186093,L1
19582.0,India,Kondapalle,50.0,Unhealthy for Sensitive Groups,1.0,Good,42.0,Good,0.0,Good,50.0,L2,130.39634565,3.446170027,L2
19583.0,Indonesia,Jetis,63.0,Moderate,1.0,Good,30.0,Good,1.0,Good,63.0,L1,171.9276373,6.858861425,L1
19584.0,United States of America,Joplin,71.0,Moderate,1.0,Good,26.0,Good,4.0,Good,71.0,L1,210.3591191,-3.039325672,L1
19585.0,Cuba,Jovellanos,82.0,Moderate,1.0,Good,19.0,Good,1.0,Good,82.0,L1,219.8182194,3.670042264,L1
19586.0,Germany,Julich,33.0,Good,1.0,Good,31.0,Good,2.0,Good,33.0,L0,75.79564243,9.550613152,L0
19587.0,Thailand,Kabin Buri,58.0,Moderate,1.0,Good,31.0,Good,0.0,Good,58.0,L1,142.3272743,9.055436558,L1
19588.0,India,Kaimur,50.0,Unhealthy,1.0,,40.0,Good,0.0,Good,50.0,L3,130.39634565,4.665198175,L3
19589.0,Philippines,Damilag,52.0,Moderate,1.0,Good,31.0,Good,1.0,Good,52.0,L1,132.8561107,3.304324356,L1
19590.0,United States of America,Darien,81.0,Moderate,1.0,Good,8.0,Good,1.0,Good,81.0,L1,207.9751463,12.44017151,L1
19591.0,India,Dhekiajuli,89.0,Moderate,1.0,Good,44.0,Good,1.0,Good,89.0,L1,217.8958308,5.095358121,L1
19592.0,China,Dingzhou,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,6.0,Good,50.0,L3,130.39634565,16.72263578,L3
19593.0,Republic of North Macedonia,Dolna Banjica,45.0,Good,1.0,Good,42.0,Good,0.0,Good,45.0,L0,122.5033321,3.266783384,L0
19594.0,United States of America,Dolton,81.0,Moderate,1.0,Good,31.0,Good,1.0,Good,81.0,L1,199.7539865,5.799992866,L1
19595.0,Czechia,Domazlice,29.0,Good,1.0,,29.0,Good,1.0,Good,23.0,L0,67.56174711,-3.523591866,L0
19596.0,Canada,Kanata,34.0,Good,1.0,Good,34.0,Good,0.0,Good,15.0,L0,93.07203946,-2.446412786,L0
19597.0,,Karlskrona,35.0,Good,1.0,,35.0,Good,0.0,Good,23.0,L0,92.94206175,6.890647289,L0
19598.0,Namibia,Keetmanshoop,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,50.0,L2,130.39634565,10.61409538,L2
19599.0,United States of America,Kennebunk,45.0,Good,1.0,,41.0,Good,3.0,Good,45.0,L0,122.9696847,4.328562598,L0
19600.0,India,Khamgaon,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,50.0,L2,130.39634565,2.969042466,L2
19601.0,China,Dongkan,50.0,Very Unhealthy,1.0,Good,31.0,Very Unhealthy,3.0,Good,50.0,L3,130.39634565,17.91320789,L3
19602.0,Netherlands,Doorn,38.0,Good,1.0,Good,29.0,Good,4.0,Good,38.0,L0,98.40057852,5.486824996,L0
19603.0,Switzerland,Dubendorf,32.0,Good,1.0,Good,29.0,Good,1.0,Good,32.0,L0,79.49319153,-8.191612928,L0
19604.0,Bulgaria,Dupnica,58.0,Moderate,1.0,Good,42.0,Good,1.0,Good,58.0,L1,148.6980447,8.768361722,L1
19605.0,France,Eaubonne,51.0,Moderate,1.0,Good,20.0,Good,5.0,Good,51.0,L1,132.6644093,-2.884521316,L1
19606.0,Republic of Moldova,Edinet,68.0,Moderate,1.0,,44.0,Good,0.0,Good,68.0,L1,166.0206911,3.741398332,L1
19607.0,Egypt,El Faiyum,91.0,Moderate,1.0,Good,31.0,Moderate,4.0,Good,91.0,L1,238.8067986,3.392567926,L1
19608.0,Germany,Ennigerloh,35.0,Good,1.0,Good,31.0,Good,2.0,Good,25.0,L0,88.79572286,0.596707119,L0
19609.0,Turkey,Eskil,52.0,Moderate,1.0,Good,43.0,Good,0.0,Good,52.0,L1,126.5811565,4.034687756,L1
19610.0,Guatemala,Esquipulas,68.0,Moderate,1.0,Good,3.0,Good,1.0,Good,68.0,L1,171.4839257,11.86813769,L1
19611.0,United States of America,Farmington Hills,49.0,Good,1.0,,29.0,Good,6.0,Good,49.0,L0,129.9225816,3.956605565,L0
19612.0,Senegal,Koungheul,50.0,Unhealthy for Sensitive Groups,1.0,Good,19.0,Good,1.0,Good,50.0,L2,130.39634565,10.8494738,L2
19613.0,India,Kovvur,50.0,Unhealthy,1.0,Good,48.0,Good,0.0,Good,50.0,L3,130.39634565,11.47000439,L3
19614.0,Togo,Kpalime,78.0,Moderate,1.0,Good,20.0,Good,0.0,Good,78.0,L1,208.9834613,11.42435486,L1
19615.0,Russian Federation,Krasnouralsk,25.0,Good,1.0,Good,25.0,Good,0.0,Good,20.0,L0,80.54940204,3.520762936,L0
19616.0,Germany,Kyritz,39.0,Good,1.0,Good,39.0,Good,0.0,Good,21.0,L0,105.3548616,-0.391089345,L0
19617.0,Panama,La Chorrera,65.0,Moderate,1.0,Good,20.0,Good,4.0,Good,65.0,L1,156.8059761,3.631512379,L1
19618.0,Italy,La Spezia,59.0,Moderate,1.0,Good,41.0,Good,1.0,Good,59.0,L1,149.808892,9.426610862,L1
19619.0,Cuba,Mariel,60.0,Moderate,1.0,Good,24.0,Good,2.0,Good,60.0,L1,144.9568162,9.126817209,L1
19620.0,United States of America,Markham,75.0,Moderate,1.0,Good,14.0,Good,1.0,Good,75.0,L1,209.4685407,-7.376038392,L1
19621.0,Russian Federation,Maryanskaya,45.0,Good,1.0,,45.0,Good,2.0,Good,19.0,L0,137.3740088,5.32924637,L0
19622.0,Kazakhstan,Merke,90.0,Moderate,1.0,Good,32.0,Good,0.0,Good,90.0,L1,236.503112,-8.040062248,L1
19623.0,United States of America,Prospect Heights,83.0,Moderate,1.0,Good,6.0,Good,1.0,Good,83.0,L1,221.0845884,7.304658706,L1
19624.0,Japan,Sanda,39.0,Good,1.0,Good,39.0,Good,3.0,Good,31.0,L0,105.0094319,1.154981597,L0
19625.0,Brazil,Santa Barbara,91.0,Moderate,1.0,Good,2.0,Good,6.0,Good,91.0,L1,236.1605592,3.215400857,L1
19626.0,Spain,Santa Cruz De Tenerife,36.0,Good,1.0,,36.0,Good,0.0,Good,12.0,L0,79.02545782,6.246278196,L0
19627.0,Guatemala,Santa Lucia Cotzumalguapa,50.0,Unhealthy for Sensitive Groups,1.0,Good,3.0,Good,1.0,Good,113.0,L2,130.39634565,5.963569533,L2
19628.0,Brazil,Santana De Parnaiba,79.0,Moderate,1.0,Good,12.0,Good,1.0,Good,79.0,L1,193.6884694,5.552476759,L1
19629.0,Brazil,Santo Antonio Do Sudoeste,18.0,Good,1.0,Good,17.0,Good,0.0,Good,18.0,L0,52.81356538,-2.66183926,L0
19630.0,Brazil,Sao Jose Do Rio Pardo,64.0,Moderate,1.0,Good,3.0,Good,4.0,Good,64.0,L1,164.4039015,5.968609453,L1
19631.0,Germany,Seelze,37.0,Good,1.0,Good,37.0,Good,1.0,Good,23.0,L0,116.9682196,8.598652065,L0
19632.0,Brazil,Miguel Pereira,50.0,Unhealthy,1.0,Good,10.0,Good,1.0,Good,50.0,L3,130.39634565,6.610616563,L3
19633.0,Japan,Miki,45.0,Good,1.0,Good,35.0,Good,3.0,Good,45.0,L0,120.3451198,6.999682569,L0
19634.0,Spain,Montilla,34.0,Good,1.0,,28.0,Good,3.0,Good,34.0,L0,87.33060313,4.082431221,L0
19635.0,India,Moradabad,50.0,Hazardous,1.0,Good,31.0,Moderate,1.0,Good,50.0,L5,130.39634565,4.03659869,L5
19636.0,Madagascar,Moramanga,21.0,Good,1.0,Good,21.0,Good,0.0,Good,10.0,L0,57.20045354,0.247960748,L0
19637.0,India,Shillong,101.0,Unhealthy for Sensitive Groups,1.0,Good,42.0,Good,0.0,Good,101.0,L2,260.8167396,9.467036064,L2
19638.0,Estonia,Sillamae,36.0,Good,1.0,Good,36.0,Good,1.0,Good,35.0,L0,95.42249604,7.154589047,L0
19639.0,Colombia,Soata,26.0,Good,1.0,Good,31.0,Good,1.0,Good,26.0,L0,65.95846094,3.132825819,L0
19640.0,United States of America,Southbridge,54.0,Moderate,1.0,Good,48.0,Good,2.0,Good,54.0,L1,140.3650622,4.813391449,L1
19641.0,South Africa,Soweto,50.0,Unhealthy,1.0,Good,10.0,Good,1.0,Good,50.0,L3,130.39634565,4.2395104225,L3
19642.0,Switzerland,Spiez,32.0,Good,1.0,Good,32.0,Good,0.0,Good,20.0,L0,69.52293599,4.707596084,L0
19643.0,Russian Federation,Sredneuralsk,32.0,Good,1.0,Good,32.0,Good,1.0,Good,29.0,L0,88.49630542,2.26681663,L0
19644.0,Germany,Straubing,29.0,Good,1.0,Good,29.0,Good,1.0,Good,24.0,L0,93.18199691,7.828539206,L0
19645.0,Poland,Sulechow,32.0,Good,1.0,Good,30.0,Good,1.0,Good,32.0,L0,88.48221104,8.120689093,L0
19646.0,Kyrgyzstan,Suluktu,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,50.0,L2,130.39634565,14.35619509,L2
19647.0,Germany,Rostock,37.0,Good,1.0,Good,37.0,Good,0.0,Good,20.0,L0,83.07146246,-5.847847105,L0
19648.0,Finland,Salo,34.0,Good,1.0,Good,34.0,Good,1.0,Good,20.0,L0,97.8452726,5.509928197,L0
19649.0,Australia,Nerang,36.0,Good,1.0,Good,17.0,Good,7.0,Good,36.0,L0,89.32804849,9.560447751,L0
19650.0,Indonesia,Ngawi,73.0,Moderate,1.0,Good,40.0,Good,0.0,Good,73.0,L1,193.9323542,8.825835558,L1
19651.0,Ghana,Nkawkaw,79.0,Moderate,1.0,Good,19.0,Good,0.0,Good,79.0,L1,206.3986516,2.536434716,L1
19652.0,Brazil,Morro Da Fumaca,30.0,Good,1.0,Good,23.0,Good,1.0,Good,30.0,L0,84.78300392,-4.815782989,L0
19653.0,India,Mundra,50.0,Unhealthy,1.0,Good,31.0,Good,0.0,Good,50.0,L3,130.39634565,9.698273054,L3
19654.0,Viet Nam,My Tho,69.0,Moderate,1.0,Good,31.0,Good,1.0,Good,69.0,L1,181.3364438,1.391279448,L1
19655.0,Japan,Nanae,36.0,Good,1.0,Good,36.0,Good,0.0,Good,7.0,L0,93.80545599,2.32277557,L0
19656.0,Rwanda,Nyanza,63.0,Moderate,1.0,Good,21.0,Good,2.0,Good,63.0,L1,156.1469347,4.2395104225,L1
19657.0,United States of America,Oakland,52.0,Moderate,1.0,Good,24.0,Good,1.0,Good,52.0,L1,125.3650094,-2.565571001,L1
19658.0,Japan,Otake,47.0,Good,1.0,Good,44.0,Good,4.0,Good,47.0,L0,98.64991202,7.894439801,L0
19659.0,India,Ratangarh,50.0,Hazardous,1.0,,37.0,Good,0.0,Good,50.0,L5,130.39634565,-1.768938275,L5
19660.0,Germany,Rellingen,33.0,Good,1.0,Good,33.0,Good,2.0,Good,25.0,L0,102.6937818,-0.078664117,L0
19661.0,Netherlands,Renkum,36.0,Good,1.0,Good,31.0,Good,3.0,Good,36.0,L0,102.3008009,4.638263644,L0
19662.0,Pakistan,Rojhan,50.0,Unhealthy,1.0,Good,55.0,Moderate,0.0,Good,50.0,L3,130.39634565,7.181873995,L3
19663.0,Germany,Telgte,35.0,Good,1.0,Good,35.0,Good,2.0,Good,25.0,L0,85.15995006,8.551003526,L0
19664.0,Mexico,Temixco,50.0,Unhealthy for Sensitive Groups,1.0,Good,1.0,Good,1.0,Good,50.0,L2,130.39634565,12.80736585,L2
19665.0,Italy,Termoli,51.0,Moderate,1.0,Good,51.0,Moderate,0.0,Good,34.0,L0,131.3069069,0.267062004,L0
19666.0,Russian Federation,Syktyvkar,30.0,Good,1.0,Good,30.0,Good,0.0,Good,10.0,L0,95.74934314,-1.917634703,L0
19667.0,China,Tachia,81.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,81.0,L1,197.6891274,3.886780513,L1
19668.0,India,Taki,50.0,Unhealthy,1.0,Good,31.0,Moderate,2.0,Good,50.0,L3,130.39634565,9.13739329,L3
19669.0,Japan,Toyota,57.0,Moderate,1.0,Good,52.0,Moderate,2.0,Good,57.0,L1,139.0273006,2.771809288,L1
19670.0,United States of America,Tullahoma,39.0,Good,1.0,Good,19.0,Good,6.0,Good,39.0,L0,87.6788163,4.2395104225,L0
19671.0,United States of America,Tustin Foothills,89.0,Moderate,1.0,Good,11.0,Good,1.0,Good,89.0,L1,218.1295531,-1.735899122,L1
19672.0,Sweden,Uddevalla,37.0,Good,1.0,Good,31.0,Good,1.0,Good,18.0,L0,98.5321626,0.797634477,L0
19673.0,Hungary,Tiszafoldvar,37.0,Good,1.0,Good,32.0,Good,1.0,Good,37.0,L0,90.37798975,8.076004265,L0
19674.0,Madagascar,Toamasina,24.0,Good,1.0,,24.0,Good,0.0,Good,10.0,L0,26.43624671,-2.52323354,L0
19675.0,Germany,Erlangen,44.0,Good,1.0,Good,35.0,Good,2.0,Good,44.0,L0,125.742733,7.465355725,L0
19676.0,Mexico,Escuinapa,51.0,Moderate,1.0,Good,18.0,Good,1.0,Good,51.0,L1,115.6590627,-3.680518312,L1
19677.0,Philippines,Estancia,51.0,Moderate,1.0,,23.0,Good,0.0,Good,51.0,L1,138.3922828,5.077842606,L1
19678.0,United States of America,Evanston,61.0,Moderate,1.0,Good,26.0,Good,1.0,Good,61.0,L1,157.8121459,6.914260213,L1
19679.0,Spain,Felanitx,66.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,28.0,L0,191.1737282,6.143694742,L0
19680.0,France,Forbach,52.0,Moderate,1.0,Good,27.0,Good,3.0,Good,52.0,L1,144.9695748,-1.241407375,L1
19681.0,Romania,Focsani,50.0,Good,1.0,Good,31.0,Good,1.0,Good,50.0,L0,124.953954,-3.938165289,L0
19682.0,,Folkestone,50.0,Good,1.0,Good,36.0,Good,1.0,Good,50.0,L0,122.9793644,5.630259624,L0
19683.0,Germany,Hirschaid,46.0,Good,1.0,Good,31.0,Good,2.0,Good,46.0,L0,135.0272768,-3.830793559,L0
19684.0,United States of America,Holiday,58.0,Moderate,1.0,Good,22.0,Good,1.0,Good,58.0,L1,135.241289,-0.054548472,L1
19685.0,Mongolia,Hovd,100.0,Unhealthy for Sensitive Groups,1.0,Good,34.0,Good,1.0,Good,100.0,L2,256.9087994,8.958413126,L2
19686.0,Germany,Hoxter,42.0,Good,1.0,Good,32.0,Good,1.0,Good,42.0,L0,108.6887954,2.849444741,L0
19687.0,Brazil,Igarassu,27.0,Good,1.0,Good,23.0,Good,1.0,Good,27.0,L0,69.06773931,3.843769959,L0
19688.0,Turkey,Igdir,59.0,Moderate,1.0,Good,38.0,Good,0.0,Good,59.0,L1,156.0351398,6.923678696,L1
19689.0,India,Adilabad,50.0,Unhealthy,1.0,Good,31.0,Good,0.0,Good,50.0,L3,130.39634565,6.745598291,L3
19690.0,France,Albert,51.0,Moderate,1.0,,22.0,Good,4.0,Good,51.0,L1,137.0740074,3.693584174,L1
19691.0,India,Allahabad,50.0,Unhealthy,1.0,,31.0,Moderate,0.0,Good,50.0,L3,130.39634565,-0.707108552,L3
19692.0,Russian Federation,Angarsk,49.0,Good,1.0,Good,49.0,Good,1.0,Good,23.0,L0,131.6768141,17.22028908,L0
19693.0,Portugal,Angra,27.0,Good,1.0,Good,27.0,Good,2.0,Good,15.0,L0,73.43365193,2.336826437,L0
19694.0,Turkey,Antakya,49.0,Good,1.0,Good,42.0,Good,0.0,Good,49.0,L0,120.9057311,5.455232555,L0
19695.0,Mexico,Apatzingan,20.0,Good,1.0,Good,13.0,Good,1.0,Good,20.0,L0,55.0400126,4.200695828,L0
19696.0,Brazil,Araguatins,37.0,Good,1.0,,8.0,Good,0.0,Good,37.0,L0,90.3561344,1.135247709,L0
19697.0,Italy,Ariano Irpino,41.0,Good,1.0,Good,41.0,Good,3.0,Good,36.0,L0,99.69623395,1.671555178,L0
19698.0,Australia,Armidale,26.0,Good,1.0,Good,26.0,Good,0.0,Good,3.0,L0,66.63849997,9.441163587,L0
19699.0,Russian Federation,Atkarsk,36.0,Good,1.0,Good,36.0,Good,0.0,Good,35.0,L0,93.80576839,0.105112452,L0
19700.0,Mexico,Atlautla,50.0,Very Unhealthy,1.0,Good,1.0,Good,1.0,Good,50.0,L4,130.39634565,13.06214923,L4
19701.0,France,Aubenas,37.0,Good,1.0,Good,26.0,Good,2.0,Good,37.0,L0,106.6637883,8.279269508,L0
19702.0,Peru,Azangaro,28.0,Good,1.0,Good,2.0,Good,3.0,Good,28.0,L0,70.01535917,2.729287055,L0
19703.0,Brazil,Baependi,43.0,Good,1.0,Good,11.0,Good,2.0,Good,43.0,L0,114.4685193,3.330580343,L0
19704.0,Iran (Islamic Republic of),Bafq,50.0,Unhealthy,1.0,,45.0,Good,0.0,Good,50.0,L3,130.39634565,8.584525735,L3
19705.0,India,Bagru,50.0,Unhealthy,1.0,Good,31.0,Good,0.0,Good,50.0,L3,130.39634565,3.113252641,L3
19706.0,India,Balotra,50.0,Hazardous,1.0,Good,31.0,Good,0.0,Good,50.0,L5,130.39634565,-8.386041349,L5
19707.0,Bangladesh,Bandarban,50.0,Good,1.0,Good,36.0,Good,0.0,Good,50.0,L0,140.0272142,11.31941673,L0
19708.0,Cameroon,Bangangte,77.0,Moderate,1.0,Good,12.0,Good,1.0,Good,77.0,L1,199.3650622,6.1226226,L1
19709.0,India,Barakpur,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,7.0,Good,50.0,L3,130.39634565,13.8773838,L3
19710.0,Russian Federation,Baranchinskiy,57.0,Moderate,1.0,Good,30.0,Good,0.0,Good,57.0,L1,140.4467167,-2.788891567,L1
19711.0,Italy,Barrafranca,57.0,Moderate,1.0,Good,33.0,Good,4.0,Good,57.0,L1,167.1885885,3.045603234,L1
19712.0,Dominican Republic,Bayaguana,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,50.0,L2,130.39634565,7.017570518,L2
19713.0,Spain,Benavente,28.0,Good,1.0,,28.0,Good,2.0,Good,16.0,L0,58.32216539,4.670855471,L0
19714.0,Brazil,Bezerros,45.0,Good,1.0,Good,13.0,Good,3.0,Good,45.0,L0,126.1018412,-0.585661347,L0
19715.0,Poland,Bielsk Podlaski,37.0,Good,1.0,Good,37.0,Good,0.0,Good,32.0,L0,96.3518296,11.91417317,L0
19716.0,Nepal,Biratnagar,67.0,Moderate,1.0,Good,46.0,Good,0.0,Good,67.0,L1,169.4695818,5.722660728,L1
19717.0,Belgium,Boom,41.0,Good,1.0,Good,28.0,Good,4.0,Good,41.0,L0,102.0444622,8.205209096,L0
19718.0,Netherlands,Boxmeer,38.0,Good,1.0,Good,31.0,Good,1.0,Good,38.0,L0,118.7171462,1.955727956,L0
19719.0,United States of America,Boynton Beach,52.0,Moderate,1.0,Good,14.0,Good,1.0,Good,52.0,L1,138.5459028,8.786340448,L1
19720.0,United States of America,Broomall,60.0,Moderate,1.0,Good,16.0,Good,1.0,Good,60.0,L1,160.4975122,-4.903250097,L1
19721.0,United Republic of Tanzania,Bukoba,37.0,Good,1.0,Good,18.0,Good,0.0,Good,37.0,L0,99.12615624,0.276272495,L0
19722.0,Poland,Bukowno,99.0,Moderate,1.0,Good,28.0,Good,6.0,Good,99.0,L1,255.2004961,2.991020387,L1
19723.0,Poland,Bytow,34.0,Good,1.0,Good,31.0,Good,0.0,Good,28.0,L0,103.9862461,-0.649427495,L0
19724.0,Italy,Carmiano,56.0,Moderate,1.0,Good,56.0,Moderate,1.0,Good,16.0,L0,142.4914534,6.393389188,L0
19725.0,United Kingdom of Great Britain and Northern Ireland,Castleford,29.0,Good,1.0,Good,31.0,Good,3.0,Good,25.0,L0,62.93062454,4.935824864,L0
19726.0,United States of America,Central Islip,60.0,Moderate,1.0,Good,14.0,Good,1.0,Good,60.0,L1,163.6805465,5.22974259,L1
19727.0,France,Chamalieres,32.0,Good,1.0,Good,32.0,Good,1.0,Good,21.0,L0,89.96701612,3.553518109,L0
19728.0,Spain,Villaviciosa De Odon,50.0,Good,1.0,Good,17.0,Good,5.0,Good,50.0,L0,131.0797981,16.00255831,L0
19729.0,France,Villeneuve Les Avignon,66.0,Moderate,1.0,Good,30.0,Good,1.0,Good,66.0,L1,174.7075324,5.422967221,L1
19730.0,Russian Federation,Volgorechensk,58.0,Moderate,1.0,Good,31.0,Good,1.0,Good,58.0,L1,146.2925578,-7.326036345,L1
19731.0,United States of America,Welby,77.0,Moderate,1.0,Good,5.0,Good,1.0,Good,77.0,L1,197.7069258,9.450561994,L1
19732.0,United States of America,West Chester,55.0,Moderate,1.0,Good,31.0,Good,1.0,Good,55.0,L1,141.1829975,8.3973261,L1
19733.0,Germany,Witzenhausen,46.0,Good,1.0,Good,27.0,Good,3.0,Good,46.0,L0,114.0851174,9.596724558,L0
19734.0,India,Yavatmal,50.0,Unhealthy,1.0,Good,31.0,Good,0.0,Good,50.0,L3,130.39634565,6.791991141,L3
19735.0,Japan,Yonezawa,38.0,Good,1.0,Good,31.0,Good,1.0,Good,11.0,L0,85.87741373,-0.723773087,L0
19736.0,Uruguay,Young,11.0,Good,1.0,Good,11.0,Good,1.0,Good,11.0,L0,56.10882172,6.450022767,L0
19737.0,Iran (Islamic Republic of),Zabol,50.0,Unhealthy,1.0,Good,49.0,Good,0.0,Good,50.0,L3,130.39634565,4.296529779,L3
19738.0,Poland,Zabrze,50.0,Unhealthy for Sensitive Groups,1.0,Good,22.0,Good,1.0,Good,113.0,L2,269.7202447,10.83082157,L2
19739.0,Romania,Zalau,66.0,Moderate,1.0,Good,37.0,Good,1.0,Good,66.0,L1,167.7583367,11.53949523,L1
19740.0,Mexico,Zimapan,69.0,Moderate,1.0,Good,22.0,Good,7.0,Good,69.0,L1,175.8145408,3.190668687,L1
19741.0,,Teknaf,61.0,Moderate,1.0,Good,38.0,Good,0.0,Good,61.0,L1,161.4188663,8.178984831,L1
19742.0,Thailand,Tha Bo,46.0,Good,1.0,Good,25.0,Good,1.0,Good,46.0,L0,110.1062173,7.168267397,L0
19743.0,Brazil,Timon,67.0,Moderate,1.0,Good,31.0,Good,4.0,Good,67.0,L1,172.8202534,6.393749339,L1
19744.0,Japan,Tokoname,44.0,Good,1.0,Good,44.0,Good,1.0,Good,19.0,L0,113.788806,13.59045115,L0
19745.0,Colombia,Toro,87.0,Moderate,1.0,Good,2.0,Good,7.0,Good,87.0,L1,215.1238164,12.62771679,L1
19746.0,Spain,Torre Pacheco,30.0,Good,1.0,,30.0,Good,1.0,Good,19.0,L0,71.23247769,0.873059943,L0
19747.0,Ecuador,Tosagua,28.0,Good,1.0,Good,20.0,Good,1.0,Good,28.0,L0,84.18804647,5.100396759,L0
19748.0,Japan,Toyonaka,43.0,Good,1.0,Good,43.0,Good,1.0,Good,17.0,L0,95.5341746,8.100844515,L0
19749.0,China,Tunxi,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,69.0,L1,130.39634565,15.2004471,L1
19750.0,United States of America,Twin Falls,27.0,Good,1.0,Good,31.0,Good,2.0,Good,16.0,L0,80.47510307,6.904282948,L0
19751.0,Germany,Uetersen,33.0,Good,1.0,Good,33.0,Good,1.0,Good,30.0,L0,85.31441662,3.447300601,L0
19752.0,Montenegro,Ulcinj,52.0,Moderate,1.0,Good,43.0,Good,0.0,Good,52.0,L1,135.5237284,10.11907168,L1
19753.0,United States of America,University City,89.0,Moderate,1.0,,10.0,Good,1.0,Good,89.0,L1,239.13495,4.502728706,L1
19754.0,Argentina,Ushuaia,13.0,Good,1.0,Good,13.0,Good,0.0,Good,0.0,L0,30.45148489,-2.949910525,L0
